,source,target,weight
1661,87,89,11
1662,87,90,10
1663,87,91,9
1664,87,92,8
1665,87,93,7
1666,87,22,6
1667,87,31,5
1668,87,14,4
1669,87,29,3
1670,87,98,2
1671,87,12,1
1672,88,80,20
1673,88,81,19
1674,88,82,18
1675,88,83,17
1676,88,84,16
1677,88,85,15
1678,88,86,14
1679,88,87,13
1680,88,89,11
1681,88,90,10
1682,88,91,9
1683,88,92,8
1684,88,93,7
1685,88,22,6
1686,88,31,5
1687,88,14,4
1688,88,29,3
1689,88,98,2
1690,88,12,1
1691,89,80,20
1692,89,81,19
1693,89,82,18
1694,89,83,17
1695,89,84,16
1696,89,85,15
1697,89,86,14
1698,89,87,13
1699,89,88,12
1700,89,90,10
1701,89,91,9
1702,89,92,8
1703,89,93,7
1704,89,22,6
1705,89,31,5
1706,89,14,4
1707,89,29,3
1708,89,98,2
1709,89,12,1
1710,90,80,20
1711,90,81,19
1712,90,82,18
1713,90,83,17
1714,90,84,16
1715,90,85,15
1716,90,86,14
1717,90,87,13
1718,90,88,12
1719,90,89,11
1720,90,91,9
1721,90,92,8
1722,90,93,7
1723,90,22,6
1724,90,31,5
1725,90,14,4
1726,90,29,3
1727,90,98,2
1728,90,12,1
1729,91,80,20
1730,91,81,19
1731,91,82,18
1732,91,83,17
1733,91,84,16
1734,91,85,15
1735,91,86,14
1736,91,87,13
1737,91,88,12
1738,91,89,11
1739,91,90,10
1740,91,92,8
1741,91,93,7
1742,91,22,6
1743,91,31,5
1744,91,14,4
1745,91,29,3
1746,91,98,2
1747,91,12,1
1748,92,80,20
1749,92,81,19
1750,92,82,18
1751,92,83,17
1752,92,84,16
1753,92,85,15
1754,92,86,14
1755,92,87,13
1756,92,88,12
1757,92,89,11
1758,92,90,10
1759,92,91,9
1760,92,93,7
1761,92,22,6
1762,92,31,5
1763,92,14,4
1764,92,29,3
1765,92,98,2
1766,92,12,1
1767,93,80,20
1768,93,81,19
1769,93,82,18
1770,93,83,17
1771,93,84,16
1772,93,85,15
1773,93,86,14
1774,93,87,13
1775,93,88,12
1776,93,89,11
1777,93,90,10
1778,93,91,9
1779,93,92,8
1780,93,22,6
1781,93,31,5
1782,93,14,4
1783,93,29,3
1784,93,98,2
1785,93,12,1
1786,22,80,20
1787,22,81,19
1788,22,82,18
1789,22,83,17
1790,22,84,16
1791,22,85,15
1792,22,86,14
1793,22,87,13
1794,22,88,12
1795,22,89,11
1796,22,90,10
1797,22,91,9
1798,22,92,8
1799,22,93,7
1800,22,31,5
1801,22,14,4
1802,22,29,3
1803,22,98,2
1804,22,12,1
1805,31,80,20
1806,31,81,19
1807,31,82,18
1808,31,83,17
1809,31,84,16
1810,31,85,15
1811,31,86,14
1812,31,87,13
1813,31,88,12
1814,31,89,11
1815,31,90,10
1816,31,91,9
1817,31,92,8
1818,31,93,7
1819,31,22,6
1820,31,14,4
1821,31,29,3
1822,31,98,2
1823,31,12,1
1824,14,80,20
1825,14,81,19
1826,14,82,18
1827,14,83,17
1828,14,84,16
1829,14,85,15
1830,14,86,14
1831,14,87,13
1832,14,88,12
1833,14,89,11
1834,14,90,10
1835,14,91,9
1836,14,92,8
1837,14,93,7
1838,14,22,6
1839,14,31,5
1840,14,29,3
1841,14,98,2
1842,14,12,1
1843,29,80,20
1844,29,81,19
1845,29,82,18
1846,29,83,17
1847,29,84,16
1848,29,85,15
1849,29,86,14
1850,29,87,13
1851,29,88,12
1852,29,89,11
1853,29,90,10
1854,29,91,9
1855,29,92,8
1856,29,93,7
1857,29,22,6
1858,29,31,5
1859,29,14,4
1860,29,98,2
1861,29,12,1
1862,98,80,20
1863,98,81,19
1864,98,82,18
1865,98,83,17
1866,98,84,16
1867,98,85,15
1868,98,86,14
1869,98,87,13
1870,98,88,12
1871,98,89,11
1872,98,90,10
1873,98,91,9
1874,98,92,8
1875,98,93,7
1876,98,22,6
1877,98,31,5
1878,98,14,4
1879,98,29,3
1880,98,12,1
1881,12,80,20
1882,12,81,19
1883,12,82,18
1884,12,83,17
1885,12,84,16
1886,12,85,15
1887,12,86,14
1888,12,87,13
1889,12,88,12
1890,12,89,11
1891,12,90,10
1892,12,91,9
1893,12,92,8
1894,12,93,7
1895,12,22,6
1896,12,31,5
1897,12,14,4
1898,12,29,3
1899,12,98,2
1900,100,101,19
1901,100,102,18
1902,100,103,17
1903,100,104,16
1904,100,71,15
1905,100,106,14
1906,100,107,13
1907,100,11,12
1908,100,109,11
1909,100,65,10
1910,100,111,9
1911,100,112,8
1912,100,28,7
1913,100,114,6
1914,100,115,5
1915,100,33,4
1916,100,22,3
1917,100,2,2
1918,100,10,1
1919,101,100,20
1920,101,102,18
1921,101,103,17
1922,101,104,16
1923,101,71,15
1924,101,106,14
1925,101,107,13
1926,101,11,12
1927,101,109,11
1928,101,65,10
1929,101,111,9
1930,101,112,8
1931,101,28,7
1932,101,114,6
1933,101,115,5
1934,101,33,4
1935,101,22,3
1936,101,2,2
1937,101,10,1
1938,102,100,20
1939,102,101,19
1940,102,103,17
1941,102,104,16
1942,102,71,15
1943,102,106,14
1944,102,107,13
1945,102,11,12
1946,102,109,11
1947,102,65,10
1948,102,111,9
1949,102,112,8
1950,102,28,7
1951,102,114,6
1952,102,115,5
1953,102,33,4
1954,102,22,3
1955,102,2,2
1956,102,10,1
1957,103,100,20
1958,103,101,19
1959,103,102,18
1960,103,104,16
1961,103,71,15
1962,103,106,14
1963,103,107,13
1964,103,11,12
1965,103,109,11
1966,103,65,10
1967,103,111,9
1968,103,112,8
1969,103,28,7
1970,103,114,6
1971,103,115,5
1972,103,33,4
1973,103,22,3
1974,103,2,2
1975,103,10,1
1976,104,100,20
1977,104,101,19
1978,104,102,18
1979,104,103,17
1980,104,71,15
1981,104,106,14
1982,104,107,13
1983,104,11,12
1984,104,109,11
1985,104,65,10
1986,104,111,9
1987,104,112,8
1988,104,28,7
1989,104,114,6
1990,104,115,5
1991,104,33,4
1992,104,22,3
1993,104,2,2
1994,104,10,1
1995,71,100,20
1996,71,101,19
1997,71,102,18
1998,71,103,17
1999,71,104,16
2000,71,106,14
2001,71,107,13
2002,71,11,12
2003,71,109,11
2004,71,65,10
2005,71,111,9
2006,71,112,8
2007,71,28,7
2008,71,114,6
2009,71,115,5
2010,71,33,4
2011,71,22,3
2012,71,2,2
2013,71,10,1
2014,106,100,20
2015,106,101,19
2016,106,102,18
2017,106,103,17
2018,106,104,16
2019,106,71,15
2020,106,107,13
2021,106,11,12
2022,106,109,11
2023,106,65,10
2024,106,111,9
2025,106,112,8
2026,106,28,7
2027,106,114,6
2028,106,115,5
2029,106,33,4
2030,106,22,3
2031,106,2,2
2032,106,10,1
2033,107,100,20
2034,107,101,19
2035,107,102,18
2036,107,103,17
2037,107,104,16
2038,107,71,15
2039,107,106,14
2040,107,11,12
2041,107,109,11
2042,107,65,10
2043,107,111,9
2044,107,112,8
2045,107,28,7
2046,107,114,6
2047,107,115,5
2048,107,33,4
2049,107,22,3
2050,107,2,2
2051,107,10,1
2052,11,100,20
2053,11,101,19
2054,11,102,18
2055,11,103,17
2056,11,104,16
2057,11,71,15
2058,11,106,14
2059,11,107,13
2060,11,109,11
2061,11,65,10
2062,11,111,9
2063,11,112,8
2064,11,28,7
2065,11,114,6
2066,11,115,5
2067,11,33,4
2068,11,22,3
2069,11,2,2
2070,11,10,1
2071,109,100,20
2072,109,101,19
2073,109,102,18
2074,109,103,17
2075,109,104,16
2076,109,71,15
2077,109,106,14
2078,109,107,13
2079,109,11,12
2080,109,65,10
2081,109,111,9
2082,109,112,8
2083,109,28,7
2084,109,114,6
2085,109,115,5
2086,109,33,4
2087,109,22,3
2088,109,2,2
2089,109,10,1
2090,65,100,20
2091,65,101,19
2092,65,102,18
2093,65,103,17
2094,65,104,16
2095,65,71,15
2096,65,106,14
2097,65,107,13
2098,65,11,12
2099,65,109,11
2100,65,111,9
2101,65,112,8
2102,65,28,7
2103,65,114,6
2104,65,115,5
2105,65,33,4
2106,65,22,3
2107,65,2,2
2108,65,10,1
2109,111,100,20
2110,111,101,19
2111,111,102,18
2112,111,103,17
2113,111,104,16
2114,111,71,15
2115,111,106,14
2116,111,107,13
2117,111,11,12
2118,111,109,11
2119,111,65,10
2120,111,112,8
2121,111,28,7
2122,111,114,6
2123,111,115,5
2124,111,33,4
2125,111,22,3
2126,111,2,2
2127,111,10,1
2128,112,100,20
2129,112,101,19
2130,112,102,18
2131,112,103,17
2132,112,104,16
2133,112,71,15
2134,112,106,14
2135,112,107,13
2136,112,11,12
2137,112,109,11
2138,112,65,10
2139,112,111,9
2140,112,28,7
2141,112,114,6
2142,112,115,5
2143,112,33,4
2144,112,22,3
2145,112,2,2
2146,112,10,1
2147,28,100,20
2148,28,101,19
2149,28,102,18
2150,28,103,17
2151,28,104,16
2152,28,71,15
2153,28,106,14
2154,28,107,13
2155,28,11,12
2156,28,109,11
2157,28,65,10
2158,28,111,9
2159,28,112,8
2160,28,114,6
2161,28,115,5
2162,28,33,4
2163,28,22,3
2164,28,2,2
2165,28,10,1
2166,114,100,20
2167,114,101,19
2168,114,102,18
2169,114,103,17
2170,114,104,16
2171,114,71,15
2172,114,106,14
2173,114,107,13
2174,114,11,12
2175,114,109,11
2176,114,65,10
2177,114,111,9
2178,114,112,8
2179,114,28,7
2180,114,115,5
2181,114,33,4
2182,114,22,3
2183,114,2,2
2184,114,10,1
2185,115,100,20
2186,115,101,19
2187,115,102,18
2188,115,103,17
2189,115,104,16
2190,115,71,15
2191,115,106,14
2192,115,107,13
2193,115,11,12
2194,115,109,11
2195,115,65,10
2196,115,111,9
2197,115,112,8
2198,115,28,7
2199,115,114,6
2200,115,33,4
2201,115,22,3
2202,115,2,2
2203,115,10,1
2204,33,100,20
2205,33,101,19
2206,33,102,18
2207,33,103,17
2208,33,104,16
2209,33,71,15
2210,33,106,14
2211,33,107,13
2212,33,11,12
2213,33,109,11
2214,33,65,10
2215,33,111,9
2216,33,112,8
2217,33,28,7
2218,33,114,6
2219,33,115,5
2220,33,22,3
2221,33,2,2
2222,33,10,1
2223,22,100,20
2224,22,101,19
2225,22,102,18
2226,22,103,17
2227,22,104,16
2228,22,71,15
2229,22,106,14
2230,22,107,13
2231,22,11,12
2232,22,109,11
2233,22,65,10
2234,22,111,9
2235,22,112,8
2236,22,28,7
2237,22,114,6
2238,22,115,5
2239,22,33,4
2240,22,2,2
2241,22,10,1
2242,2,100,20
2243,2,101,19
2244,2,102,18
2245,2,103,17
2246,2,104,16
2247,2,71,15
2248,2,106,14
2249,2,107,13
2250,2,11,12
2251,2,109,11
2252,2,65,10
2253,2,111,9
2254,2,112,8
2255,2,28,7
2256,2,114,6
2257,2,115,5
2258,2,33,4
2259,2,22,3
2260,2,10,1
2261,10,100,20
2262,10,101,19
2263,10,102,18
2264,10,103,17
2265,10,104,16
2266,10,71,15
2267,10,106,14
2268,10,107,13
2269,10,11,12
2270,10,109,11
2271,10,65,10
2272,10,111,9
2273,10,112,8
2274,10,28,7
2275,10,114,6
2276,10,115,5
2277,10,33,4
2278,10,22,3
2279,10,2,2
2280,120,121,19
2281,120,22,18
2282,120,123,17
2283,120,124,16
2284,120,71,15
2285,120,126,14
2286,120,73,13
2287,120,65,12
2288,120,25,11
2289,120,130,10
2290,120,131,9
2291,120,21,8
2292,120,16,7
2293,120,28,6
2294,120,135,5
2295,120,35,4
2296,120,19,3
2297,120,53,2
2298,120,139,1
2299,121,120,20
2300,121,22,18
2301,121,123,17
2302,121,124,16
2303,121,71,15
2304,121,126,14
2305,121,73,13
2306,121,65,12
2307,121,25,11
2308,121,130,10
2309,121,131,9
2310,121,21,8
2311,121,16,7
2312,121,28,6
2313,121,135,5
2314,121,35,4
2315,121,19,3
2316,121,53,2
2317,121,139,1
2318,22,120,20
2319,22,121,19
2320,22,123,17
2321,22,124,16
2322,22,71,15
2323,22,126,14
2324,22,73,13
2325,22,65,12
2326,22,25,11
2327,22,130,10
2328,22,131,9
2329,22,21,8
2330,22,16,7
2331,22,28,6
2332,22,135,5
2333,22,35,4
2334,22,19,3
2335,22,53,2
2336,22,139,1
2337,123,120,20
2338,123,121,19
2339,123,22,18
2340,123,124,16
2341,123,71,15
2342,123,126,14
2343,123,73,13
2344,123,65,12
2345,123,25,11
2346,123,130,10
2347,123,131,9
2348,123,21,8
2349,123,16,7
2350,123,28,6
2351,123,135,5
2352,123,35,4
2353,123,19,3
2354,123,53,2
2355,123,139,1
2356,124,120,20
2357,124,121,19
2358,124,22,18
2359,124,123,17
2360,124,71,15
2361,124,126,14
2362,124,73,13
2363,124,65,12
2364,124,25,11
2365,124,130,10
2366,124,131,9
2367,124,21,8
2368,124,16,7
2369,124,28,6
2370,124,135,5
2371,124,35,4
2372,124,19,3
2373,124,53,2
2374,124,139,1
2375,71,120,20
2376,71,121,19
2377,71,22,18
2378,71,123,17
2379,71,124,16
2380,71,126,14
2381,71,73,13
2382,71,65,12
2383,71,25,11
2384,71,130,10
2385,71,131,9
2386,71,21,8
2387,71,16,7
2388,71,28,6
2389,71,135,5
2390,71,35,4
2391,71,19,3
2392,71,53,2
2393,71,139,1
2394,126,120,20
2395,126,121,19
2396,126,22,18
2397,126,123,17
2398,126,124,16
2399,126,71,15
2400,126,73,13
2401,126,65,12
2402,126,25,11
2403,126,130,10
2404,126,131,9
2405,126,21,8
2406,126,16,7
2407,126,28,6
2408,126,135,5
2409,126,35,4
2410,126,19,3
2411,126,53,2
2412,126,139,1
2413,73,120,20
2414,73,121,19
2415,73,22,18
2416,73,123,17
2417,73,124,16
2418,73,71,15
2419,73,126,14
2420,73,65,12
2421,73,25,11
2422,73,130,10
2423,73,131,9
2424,73,21,8
2425,73,16,7
2426,73,28,6
2427,73,135,5
2428,73,35,4
2429,73,19,3
2430,73,53,2
2431,73,139,1
2432,65,120,20
2433,65,121,19
2434,65,22,18
2435,65,123,17
2436,65,124,16
2437,65,71,15
2438,65,126,14
2439,65,73,13
2440,65,25,11
2441,65,130,10
2442,65,131,9
2443,65,21,8
2444,65,16,7
2445,65,28,6
2446,65,135,5
2447,65,35,4
2448,65,19,3
2449,65,53,2
2450,65,139,1
2451,25,120,20
2452,25,121,19
2453,25,22,18
2454,25,123,17
2455,25,124,16
2456,25,71,15
2457,25,126,14
2458,25,73,13
2459,25,65,12
2460,25,130,10
2461,25,131,9
2462,25,21,8
2463,25,16,7
2464,25,28,6
2465,25,135,5
2466,25,35,4
2467,25,19,3
2468,25,53,2
2469,25,139,1
2470,130,120,20
2471,130,121,19
2472,130,22,18
2473,130,123,17
2474,130,124,16
2475,130,71,15
2476,130,126,14
2477,130,73,13
2478,130,65,12
2479,130,25,11
2480,130,131,9
2481,130,21,8
2482,130,16,7
2483,130,28,6
2484,130,135,5
2485,130,35,4
2486,130,19,3
2487,130,53,2
2488,130,139,1
2489,131,120,20
2490,131,121,19
2491,131,22,18
2492,131,123,17
2493,131,124,16
2494,131,71,15
2495,131,126,14
2496,131,73,13
2497,131,65,12
2498,131,25,11
2499,131,130,10
2500,131,21,8
2501,131,16,7
2502,131,28,6
2503,131,135,5
2504,131,35,4
2505,131,19,3
2506,131,53,2
2507,131,139,1
2508,21,120,20
2509,21,121,19
2510,21,22,18
2511,21,123,17
2512,21,124,16
2513,21,71,15
2514,21,126,14
2515,21,73,13
2516,21,65,12
2517,21,25,11
2518,21,130,10
2519,21,131,9
2520,21,16,7
2521,21,28,6
2522,21,135,5
2523,21,35,4
2524,21,19,3
2525,21,53,2
2526,21,139,1
2527,16,120,20
2528,16,121,19
2529,16,22,18
2530,16,123,17
2531,16,124,16
2532,16,71,15
2533,16,126,14
2534,16,73,13
2535,16,65,12
2536,16,25,11
2537,16,130,10
2538,16,131,9
2539,16,21,8
2540,16,28,6
2541,16,135,5
2542,16,35,4
2543,16,19,3
2544,16,53,2
2545,16,139,1
2546,28,120,20
2547,28,121,19
2548,28,22,18
2549,28,123,17
2550,28,124,16
2551,28,71,15
2552,28,126,14
2553,28,73,13
2554,28,65,12
2555,28,25,11
2556,28,130,10
2557,28,131,9
2558,28,21,8
2559,28,16,7
2560,28,135,5
2561,28,35,4
2562,28,19,3
2563,28,53,2
2564,28,139,1
2565,135,120,20
2566,135,121,19
2567,135,22,18
2568,135,123,17
2569,135,124,16
2570,135,71,15
2571,135,126,14
2572,135,73,13
2573,135,65,12
2574,135,25,11
2575,135,130,10
2576,135,131,9
2577,135,21,8
2578,135,16,7
2579,135,28,6
2580,135,35,4
2581,135,19,3
2582,135,53,2
2583,135,139,1
2584,35,120,20
2585,35,121,19
2586,35,22,18
2587,35,123,17
2588,35,124,16
2589,35,71,15
2590,35,126,14
2591,35,73,13
2592,35,65,12
2593,35,25,11
2594,35,130,10
2595,35,131,9
2596,35,21,8
2597,35,16,7
2598,35,28,6
2599,35,135,5
2600,35,19,3
2601,35,53,2
2602,35,139,1
2603,19,120,20
2604,19,121,19
2605,19,22,18
2606,19,123,17
2607,19,124,16
2608,19,71,15
2609,19,126,14
2610,19,73,13
2611,19,65,12
2612,19,25,11
2613,19,130,10
2614,19,131,9
2615,19,21,8
2616,19,16,7
2617,19,28,6
2618,19,135,5
2619,19,35,4
2620,19,53,2
2621,19,139,1
2622,53,120,20
2623,53,121,19
2624,53,22,18
2625,53,123,17
2626,53,124,16
2627,53,71,15
2628,53,126,14
2629,53,73,13
2630,53,65,12
2631,53,25,11
2632,53,130,10
2633,53,131,9
2634,53,21,8
2635,53,16,7
2636,53,28,6
2637,53,135,5
2638,53,35,4
2639,53,19,3
2640,53,139,1
2641,139,120,20
2642,139,121,19
2643,139,22,18
2644,139,123,17
2645,139,124,16
2646,139,71,15
2647,139,126,14
2648,139,73,13
2649,139,65,12
2650,139,25,11
2651,139,130,10
2652,139,131,9
2653,139,21,8
2654,139,16,7
2655,139,28,6
2656,139,135,5
2657,139,35,4
2658,139,19,3
2659,139,53,2
2660,140,141,19
2661,140,142,18
2662,140,143,17
2663,140,144,16
2664,140,145,15
2665,140,29,14
2666,140,93,13
2667,140,148,12
2668,140,149,11
2669,140,34,10
2670,140,151,9
2671,140,152,8
2672,140,6,7
2673,140,154,6
2674,140,28,5
2675,140,156,4
2676,140,35,3
2677,140,30,2
2678,140,71,1
2679,141,140,20
2680,141,142,18
2681,141,143,17
2682,141,144,16
2683,141,145,15
2684,141,29,14
2685,141,93,13
2686,141,148,12
2687,141,149,11
2688,141,34,10
2689,141,151,9
2690,141,152,8
2691,141,6,7
2692,141,154,6
2693,141,28,5
2694,141,156,4
2695,141,35,3
2696,141,30,2
2697,141,71,1
2698,142,140,20
2699,142,141,19
2700,142,143,17
2701,142,144,16
2702,142,145,15
2703,142,29,14
2704,142,93,13
2705,142,148,12
2706,142,149,11
2707,142,34,10
2708,142,151,9
2709,142,152,8
2710,142,6,7
2711,142,154,6
2712,142,28,5
2713,142,156,4
2714,142,35,3
2715,142,30,2
2716,142,71,1
2717,143,140,20
2718,143,141,19
2719,143,142,18
2720,143,144,16
2721,143,145,15
2722,143,29,14
2723,143,93,13
2724,143,148,12
2725,143,149,11
2726,143,34,10
2727,143,151,9
2728,143,152,8
2729,143,6,7
2730,143,154,6
2731,143,28,5
2732,143,156,4
2733,143,35,3
2734,143,30,2
2735,143,71,1
2736,144,140,20
2737,144,141,19
2738,144,142,18
2739,144,143,17
2740,144,145,15
2741,144,29,14
2742,144,93,13
2743,144,148,12
2744,144,149,11
2745,144,34,10
2746,144,151,9
2747,144,152,8
2748,144,6,7
2749,144,154,6
2750,144,28,5
2751,144,156,4
2752,144,35,3
2753,144,30,2
2754,144,71,1
2755,145,140,20
2756,145,141,19
2757,145,142,18
2758,145,143,17
2759,145,144,16
2760,145,29,14
2761,145,93,13
2762,145,148,12
2763,145,149,11
2764,145,34,10
2765,145,151,9
2766,145,152,8
2767,145,6,7
2768,145,154,6
2769,145,28,5
2770,145,156,4
2771,145,35,3
2772,145,30,2
2773,145,71,1
2774,29,140,20
2775,29,141,19
2776,29,142,18
2777,29,143,17
2778,29,144,16
2779,29,145,15
2780,29,93,13
2781,29,148,12
2782,29,149,11
2783,29,34,10
2784,29,151,9
2785,29,152,8
2786,29,6,7
2787,29,154,6
2788,29,28,5
2789,29,156,4
2790,29,35,3
2791,29,30,2
2792,29,71,1
2793,93,140,20
2794,93,141,19
2795,93,142,18
2796,93,143,17
2797,93,144,16
2798,93,145,15
2799,93,29,14
2800,93,148,12
2801,93,149,11
2802,93,34,10
2803,93,151,9
2804,93,152,8
2805,93,6,7
2806,93,154,6
2807,93,28,5
2808,93,156,4
2809,93,35,3
2810,93,30,2
2811,93,71,1
2812,148,140,20
2813,148,141,19
2814,148,142,18
2815,148,143,17
2816,148,144,16
2817,148,145,15
2818,148,29,14
2819,148,93,13
2820,148,149,11
2821,148,34,10
2822,148,151,9
2823,148,152,8
2824,148,6,7
2825,148,154,6
2826,148,28,5
2827,148,156,4
2828,148,35,3
2829,148,30,2
2830,148,71,1
2831,149,140,20
2832,149,141,19
2833,149,142,18
2834,149,143,17
2835,149,144,16
2836,149,145,15
2837,149,29,14
2838,149,93,13
2839,149,148,12
2840,149,34,10
2841,149,151,9
2842,149,152,8
2843,149,6,7
2844,149,154,6
2845,149,28,5
2846,149,156,4
2847,149,35,3
2848,149,30,2
2849,149,71,1
2850,34,140,20
2851,34,141,19
2852,34,142,18
2853,34,143,17
2854,34,144,16
2855,34,145,15
2856,34,29,14
2857,34,93,13
2858,34,148,12
2859,34,149,11
2860,34,151,9
2861,34,152,8
2862,34,6,7
2863,34,154,6
2864,34,28,5
2865,34,156,4
2866,34,35,3
2867,34,30,2
2868,34,71,1
2869,151,140,20
2870,151,141,19
2871,151,142,18
2872,151,143,17
2873,151,144,16
2874,151,145,15
2875,151,29,14
2876,151,93,13
2877,151,148,12
2878,151,149,11
2879,151,34,10
2880,151,152,8
2881,151,6,7
2882,151,154,6
2883,151,28,5
2884,151,156,4
2885,151,35,3
2886,151,30,2
2887,151,71,1
2888,152,140,20
2889,152,141,19
2890,152,142,18
2891,152,143,17
2892,152,144,16
2893,152,145,15
2894,152,29,14
2895,152,93,13
2896,152,148,12
2897,152,149,11
2898,152,34,10
2899,152,151,9
2900,152,6,7
2901,152,154,6
2902,152,28,5
2903,152,156,4
2904,152,35,3
2905,152,30,2
2906,152,71,1
2907,6,140,20
2908,6,141,19
2909,6,142,18
2910,6,143,17
2911,6,144,16
2912,6,145,15
2913,6,29,14
2914,6,93,13
2915,6,148,12
2916,6,149,11
2917,6,34,10
2918,6,151,9
2919,6,152,8
2920,6,154,6
2921,6,28,5
2922,6,156,4
2923,6,35,3
2924,6,30,2
2925,6,71,1
2926,154,140,20
2927,154,141,19
2928,154,142,18
2929,154,143,17
2930,154,144,16
2931,154,145,15
2932,154,29,14
2933,154,93,13
2934,154,148,12
2935,154,149,11
2936,154,34,10
2937,154,151,9
2938,154,152,8
2939,154,6,7
2940,154,28,5
2941,154,156,4
2942,154,35,3
2943,154,30,2
2944,154,71,1
2945,28,140,20
2946,28,141,19
2947,28,142,18
2948,28,143,17
2949,28,144,16
2950,28,145,15
2951,28,29,14
2952,28,93,13
2953,28,148,12
2954,28,149,11
2955,28,34,10
2956,28,151,9
2957,28,152,8
2958,28,6,7
2959,28,154,6
2960,28,156,4
2961,28,35,3
2962,28,30,2
2963,28,71,1
2964,156,140,20
2965,156,141,19
2966,156,142,18
2967,156,143,17
2968,156,144,16
2969,156,145,15
2970,156,29,14
2971,156,93,13
2972,156,148,12
2973,156,149,11
2974,156,34,10
2975,156,151,9
2976,156,152,8
2977,156,6,7
2978,156,154,6
2979,156,28,5
2980,156,35,3
2981,156,30,2
2982,156,71,1
2983,35,140,20
2984,35,141,19
2985,35,142,18
2986,35,143,17
2987,35,144,16
2988,35,145,15
2989,35,29,14
2990,35,93,13
2991,35,148,12
2992,35,149,11
2993,35,34,10
2994,35,151,9
2995,35,152,8
2996,35,6,7
2997,35,154,6
2998,35,28,5
2999,35,156,4
3000,35,30,2
3001,35,71,1
3002,30,140,20
3003,30,141,19
3004,30,142,18
3005,30,143,17
3006,30,144,16
3007,30,145,15
3008,30,29,14
3009,30,93,13
3010,30,148,12
3011,30,149,11
3012,30,34,10
3013,30,151,9
3014,30,152,8
3015,30,6,7
3016,30,154,6
3017,30,28,5
3018,30,156,4
3019,30,35,3
3020,30,71,1
3021,71,140,20
3022,71,141,19
3023,71,142,18
3024,71,143,17
3025,71,144,16
3026,71,145,15
3027,71,29,14
3028,71,93,13
3029,71,148,12
3030,71,149,11
3031,71,34,10
3032,71,151,9
3033,71,152,8
3034,71,6,7
3035,71,154,6
3036,71,28,5
3037,71,156,4
3038,71,35,3
3039,71,30,2
3040,160,161,19
3041,160,22,18
3042,160,163,17
3043,160,164,16
3044,160,165,15
3045,160,166,14
3046,160,167,13
3047,160,12,12
3048,160,169,11
3049,160,170,10
3050,160,171,9
3051,160,172,8
3052,160,173,7
3053,160,174,6
3054,160,175,5
3055,160,176,4
3056,160,177,3
3057,160,178,2
3058,160,16,1
3059,161,160,20
3060,161,22,18
3061,161,163,17
3062,161,164,16
3063,161,165,15
3064,161,166,14
3065,161,167,13
3066,161,12,12
3067,161,169,11
3068,161,170,10
3069,161,171,9
3070,161,172,8
3071,161,173,7
3072,161,174,6
3073,161,175,5
3074,161,176,4
3075,161,177,3
3076,161,178,2
3077,161,16,1
3078,22,160,20
3079,22,161,19
3080,22,163,17
3081,22,164,16
3082,22,165,15
3083,22,166,14
3084,22,167,13
3085,22,12,12
3086,22,169,11
3087,22,170,10
3088,22,171,9
3089,22,172,8
3090,22,173,7
3091,22,174,6
3092,22,175,5
3093,22,176,4
3094,22,177,3
3095,22,178,2
3096,22,16,1
3097,163,160,20
3098,163,161,19
3099,163,22,18
3100,163,164,16
3101,163,165,15
3102,163,166,14
3103,163,167,13
3104,163,12,12
3105,163,169,11
3106,163,170,10
3107,163,171,9
3108,163,172,8
3109,163,173,7
3110,163,174,6
3111,163,175,5
3112,163,176,4
3113,163,177,3
3114,163,178,2
3115,163,16,1
3116,164,160,20
3117,164,161,19
3118,164,22,18
3119,164,163,17
3120,164,165,15
3121,164,166,14
3122,164,167,13
3123,164,12,12
3124,164,169,11
3125,164,170,10
3126,164,171,9
3127,164,172,8
3128,164,173,7
3129,164,174,6
3130,164,175,5
3131,164,176,4
3132,164,177,3
3133,164,178,2
3134,164,16,1
3135,165,160,20
3136,165,161,19
3137,165,22,18
3138,165,163,17
3139,165,164,16
3140,165,166,14
3141,165,167,13
3142,165,12,12
3143,165,169,11
3144,165,170,10
3145,165,171,9
3146,165,172,8
3147,165,173,7
3148,165,174,6
3149,165,175,5
3150,165,176,4
3151,165,177,3
3152,165,178,2
3153,165,16,1
3154,166,160,20
3155,166,161,19
3156,166,22,18
3157,166,163,17
3158,166,164,16
3159,166,165,15
3160,166,167,13
3161,166,12,12
3162,166,169,11
3163,166,170,10
3164,166,171,9
3165,166,172,8
3166,166,173,7
3167,166,174,6
3168,166,175,5
3169,166,176,4
3170,166,177,3
3171,166,178,2
3172,166,16,1
3173,167,160,20
3174,167,161,19
3175,167,22,18
3176,167,163,17
3177,167,164,16
3178,167,165,15
3179,167,166,14
3180,167,12,12
3181,167,169,11
3182,167,170,10
3183,167,171,9
3184,167,172,8
3185,167,173,7
3186,167,174,6
3187,167,175,5
3188,167,176,4
3189,167,177,3
3190,167,178,2
3191,167,16,1
3192,12,160,20
3193,12,161,19
3194,12,22,18
3195,12,163,17
3196,12,164,16
3197,12,165,15
3198,12,166,14
3199,12,167,13
3200,12,169,11
3201,12,170,10
3202,12,171,9
3203,12,172,8
3204,12,173,7
3205,12,174,6
3206,12,175,5
3207,12,176,4
3208,12,177,3
3209,12,178,2
3210,12,16,1
3211,169,160,20
3212,169,161,19
3213,169,22,18
3214,169,163,17
