,source,target,weight
3215,169,164,16
3216,169,165,15
3217,169,166,14
3218,169,167,13
3219,169,12,12
3220,169,170,10
3221,169,171,9
3222,169,172,8
3223,169,173,7
3224,169,174,6
3225,169,175,5
3226,169,176,4
3227,169,177,3
3228,169,178,2
3229,169,16,1
3230,170,160,20
3231,170,161,19
3232,170,22,18
3233,170,163,17
3234,170,164,16
3235,170,165,15
3236,170,166,14
3237,170,167,13
3238,170,12,12
3239,170,169,11
3240,170,171,9
3241,170,172,8
3242,170,173,7
3243,170,174,6
3244,170,175,5
3245,170,176,4
3246,170,177,3
3247,170,178,2
3248,170,16,1
3249,171,160,20
3250,171,161,19
3251,171,22,18
3252,171,163,17
3253,171,164,16
3254,171,165,15
3255,171,166,14
3256,171,167,13
3257,171,12,12
3258,171,169,11
3259,171,170,10
3260,171,172,8
3261,171,173,7
3262,171,174,6
3263,171,175,5
3264,171,176,4
3265,171,177,3
3266,171,178,2
3267,171,16,1
3268,172,160,20
3269,172,161,19
3270,172,22,18
3271,172,163,17
3272,172,164,16
3273,172,165,15
3274,172,166,14
3275,172,167,13
3276,172,12,12
3277,172,169,11
3278,172,170,10
3279,172,171,9
3280,172,173,7
3281,172,174,6
3282,172,175,5
3283,172,176,4
3284,172,177,3
3285,172,178,2
3286,172,16,1
3287,173,160,20
3288,173,161,19
3289,173,22,18
3290,173,163,17
3291,173,164,16
3292,173,165,15
3293,173,166,14
3294,173,167,13
3295,173,12,12
3296,173,169,11
3297,173,170,10
3298,173,171,9
3299,173,172,8
3300,173,174,6
3301,173,175,5
3302,173,176,4
3303,173,177,3
3304,173,178,2
3305,173,16,1
3306,174,160,20
3307,174,161,19
3308,174,22,18
3309,174,163,17
3310,174,164,16
3311,174,165,15
3312,174,166,14
3313,174,167,13
3314,174,12,12
3315,174,169,11
3316,174,170,10
3317,174,171,9
3318,174,172,8
3319,174,173,7
3320,174,175,5
3321,174,176,4
3322,174,177,3
3323,174,178,2
3324,174,16,1
3325,175,160,20
3326,175,161,19
3327,175,22,18
3328,175,163,17
3329,175,164,16
3330,175,165,15
3331,175,166,14
3332,175,167,13
3333,175,12,12
3334,175,169,11
3335,175,170,10
3336,175,171,9
3337,175,172,8
3338,175,173,7
3339,175,174,6
3340,175,176,4
3341,175,177,3
3342,175,178,2
3343,175,16,1
3344,176,160,20
3345,176,161,19
3346,176,22,18
3347,176,163,17
3348,176,164,16
3349,176,165,15
3350,176,166,14
3351,176,167,13
3352,176,12,12
3353,176,169,11
3354,176,170,10
3355,176,171,9
3356,176,172,8
3357,176,173,7
3358,176,174,6
3359,176,175,5
3360,176,177,3
3361,176,178,2
3362,176,16,1
3363,177,160,20
3364,177,161,19
3365,177,22,18
3366,177,163,17
3367,177,164,16
3368,177,165,15
3369,177,166,14
3370,177,167,13
3371,177,12,12
3372,177,169,11
3373,177,170,10
3374,177,171,9
3375,177,172,8
3376,177,173,7
3377,177,174,6
3378,177,175,5
3379,177,176,4
3380,177,178,2
3381,177,16,1
3382,178,160,20
3383,178,161,19
3384,178,22,18
3385,178,163,17
3386,178,164,16
3387,178,165,15
3388,178,166,14
3389,178,167,13
3390,178,12,12
3391,178,169,11
3392,178,170,10
3393,178,171,9
3394,178,172,8
3395,178,173,7
3396,178,174,6
3397,178,175,5
3398,178,176,4
3399,178,177,3
3400,178,16,1
3401,16,160,20
3402,16,161,19
3403,16,22,18
3404,16,163,17
3405,16,164,16
3406,16,165,15
3407,16,166,14
3408,16,167,13
3409,16,12,12
3410,16,169,11
3411,16,170,10
3412,16,171,9
3413,16,172,8
3414,16,173,7
3415,16,174,6
3416,16,175,5
3417,16,176,4
3418,16,177,3
3419,16,178,2
3420,29,181,19
3421,29,182,18
3422,29,22,17
3423,29,16,16
3424,29,65,15
3425,29,186,14
3426,29,187,13
3427,29,28,12
3428,29,73,11
3429,29,31,10
3430,29,131,9
3431,29,192,8
3432,29,193,7
3433,29,194,6
3434,29,19,5
3435,29,124,4
3436,29,123,3
3437,29,198,2
3438,29,199,1
3439,181,29,20
3440,181,182,18
3441,181,22,17
3442,181,16,16
3443,181,65,15
3444,181,186,14
3445,181,187,13
3446,181,28,12
3447,181,73,11
3448,181,31,10
3449,181,131,9
3450,181,192,8
3451,181,193,7
3452,181,194,6
3453,181,19,5
3454,181,124,4
3455,181,123,3
3456,181,198,2
3457,181,199,1
3458,182,29,20
3459,182,181,19
3460,182,22,17
3461,182,16,16
3462,182,65,15
3463,182,186,14
3464,182,187,13
3465,182,28,12
3466,182,73,11
3467,182,31,10
3468,182,131,9
3469,182,192,8
3470,182,193,7
3471,182,194,6
3472,182,19,5
3473,182,124,4
3474,182,123,3
3475,182,198,2
3476,182,199,1
3477,22,29,20
3478,22,181,19
3479,22,182,18
3480,22,16,16
3481,22,65,15
3482,22,186,14
3483,22,187,13
3484,22,28,12
3485,22,73,11
3486,22,31,10
3487,22,131,9
3488,22,192,8
3489,22,193,7
3490,22,194,6
3491,22,19,5
3492,22,124,4
3493,22,123,3
3494,22,198,2
3495,22,199,1
3496,16,29,20
3497,16,181,19
3498,16,182,18
3499,16,22,17
3500,16,65,15
3501,16,186,14
3502,16,187,13
3503,16,28,12
3504,16,73,11
3505,16,31,10
3506,16,131,9
3507,16,192,8
3508,16,193,7
3509,16,194,6
3510,16,19,5
3511,16,124,4
3512,16,123,3
3513,16,198,2
3514,16,199,1
3515,65,29,20
3516,65,181,19
3517,65,182,18
3518,65,22,17
3519,65,16,16
3520,65,186,14
3521,65,187,13
3522,65,28,12
3523,65,73,11
3524,65,31,10
3525,65,131,9
3526,65,192,8
3527,65,193,7
3528,65,194,6
3529,65,19,5
3530,65,124,4
3531,65,123,3
3532,65,198,2
3533,65,199,1
3534,186,29,20
3535,186,181,19
3536,186,182,18
3537,186,22,17
3538,186,16,16
3539,186,65,15
3540,186,187,13
3541,186,28,12
3542,186,73,11
3543,186,31,10
3544,186,131,9
3545,186,192,8
3546,186,193,7
3547,186,194,6
3548,186,19,5
3549,186,124,4
3550,186,123,3
3551,186,198,2
3552,186,199,1
3553,187,29,20
3554,187,181,19
3555,187,182,18
3556,187,22,17
3557,187,16,16
3558,187,65,15
3559,187,186,14
3560,187,28,12
3561,187,73,11
3562,187,31,10
3563,187,131,9
3564,187,192,8
3565,187,193,7
3566,187,194,6
3567,187,19,5
3568,187,124,4
3569,187,123,3
3570,187,198,2
3571,187,199,1
3572,28,29,20
3573,28,181,19
3574,28,182,18
3575,28,22,17
3576,28,16,16
3577,28,65,15
3578,28,186,14
3579,28,187,13
3580,28,73,11
3581,28,31,10
3582,28,131,9
3583,28,192,8
3584,28,193,7
3585,28,194,6
3586,28,19,5
3587,28,124,4
3588,28,123,3
3589,28,198,2
3590,28,199,1
3591,73,29,20
3592,73,181,19
3593,73,182,18
3594,73,22,17
3595,73,16,16
3596,73,65,15
3597,73,186,14
3598,73,187,13
3599,73,28,12
3600,73,31,10
3601,73,131,9
3602,73,192,8
3603,73,193,7
3604,73,194,6
3605,73,19,5
3606,73,124,4
3607,73,123,3
3608,73,198,2
3609,73,199,1
3610,31,29,20
3611,31,181,19
3612,31,182,18
3613,31,22,17
3614,31,16,16
3615,31,65,15
3616,31,186,14
3617,31,187,13
3618,31,28,12
3619,31,73,11
3620,31,131,9
3621,31,192,8
3622,31,193,7
3623,31,194,6
3624,31,19,5
3625,31,124,4
3626,31,123,3
3627,31,198,2
3628,31,199,1
3629,131,29,20
3630,131,181,19
3631,131,182,18
3632,131,22,17
3633,131,16,16
3634,131,65,15
3635,131,186,14
3636,131,187,13
3637,131,28,12
3638,131,73,11
3639,131,31,10
3640,131,192,8
3641,131,193,7
3642,131,194,6
3643,131,19,5
3644,131,124,4
3645,131,123,3
3646,131,198,2
3647,131,199,1
3648,192,29,20
3649,192,181,19
3650,192,182,18
3651,192,22,17
3652,192,16,16
3653,192,65,15
3654,192,186,14
3655,192,187,13
3656,192,28,12
3657,192,73,11
3658,192,31,10
3659,192,131,9
3660,192,193,7
3661,192,194,6
3662,192,19,5
3663,192,124,4
3664,192,123,3
3665,192,198,2
3666,192,199,1
3667,193,29,20
3668,193,181,19
3669,193,182,18
3670,193,22,17
3671,193,16,16
3672,193,65,15
3673,193,186,14
3674,193,187,13
3675,193,28,12
3676,193,73,11
3677,193,31,10
3678,193,131,9
3679,193,192,8
3680,193,194,6
3681,193,19,5
3682,193,124,4
3683,193,123,3
3684,193,198,2
3685,193,199,1
3686,194,29,20
3687,194,181,19
3688,194,182,18
3689,194,22,17
3690,194,16,16
3691,194,65,15
3692,194,186,14
3693,194,187,13
3694,194,28,12
3695,194,73,11
3696,194,31,10
3697,194,131,9
3698,194,192,8
3699,194,193,7
3700,194,19,5
3701,194,124,4
3702,194,123,3
3703,194,198,2
3704,194,199,1
3705,19,29,20
3706,19,181,19
3707,19,182,18
3708,19,22,17
3709,19,16,16
3710,19,65,15
3711,19,186,14
3712,19,187,13
3713,19,28,12
3714,19,73,11
3715,19,31,10
3716,19,131,9
3717,19,192,8
3718,19,193,7
3719,19,194,6
3720,19,124,4
3721,19,123,3
3722,19,198,2
3723,19,199,1
3724,124,29,20
3725,124,181,19
3726,124,182,18
3727,124,22,17
3728,124,16,16
3729,124,65,15
3730,124,186,14
3731,124,187,13
3732,124,28,12
3733,124,73,11
3734,124,31,10
3735,124,131,9
3736,124,192,8
3737,124,193,7
3738,124,194,6
3739,124,19,5
3740,124,123,3
3741,124,198,2
3742,124,199,1
3743,123,29,20
3744,123,181,19
3745,123,182,18
3746,123,22,17
3747,123,16,16
3748,123,65,15
3749,123,186,14
3750,123,187,13
3751,123,28,12
3752,123,73,11
3753,123,31,10
3754,123,131,9
3755,123,192,8
3756,123,193,7
3757,123,194,6
3758,123,19,5
3759,123,124,4
3760,123,198,2
3761,123,199,1
3762,198,29,20
3763,198,181,19
3764,198,182,18
3765,198,22,17
3766,198,16,16
3767,198,65,15
3768,198,186,14
3769,198,187,13
3770,198,28,12
3771,198,73,11
3772,198,31,10
3773,198,131,9
3774,198,192,8
3775,198,193,7
3776,198,194,6
3777,198,19,5
3778,198,124,4
3779,198,123,3
3780,198,199,1
3781,199,29,20
3782,199,181,19
3783,199,182,18
3784,199,22,17
3785,199,16,16
3786,199,65,15
3787,199,186,14
3788,199,187,13
3789,199,28,12
3790,199,73,11
3791,199,31,10
3792,199,131,9
3793,199,192,8
3794,199,193,7
3795,199,194,6
3796,199,19,5
3797,199,124,4
3798,199,123,3
3799,199,198,2
3800,200,201,19
3801,200,93,18
3802,200,71,17
3803,200,84,16
3804,200,31,15
3805,200,206,14
3806,200,207,13
3807,200,208,12
3808,200,16,11
3809,200,29,10
3810,200,211,9
3811,200,212,8
3812,200,213,7
3813,200,214,6
3814,200,215,5
3815,200,216,4
3816,200,217,3
3817,200,45,2
3818,200,219,1
3819,201,200,20
3820,201,93,18
3821,201,71,17
3822,201,84,16
3823,201,31,15
3824,201,206,14
3825,201,207,13
3826,201,208,12
3827,201,16,11
3828,201,29,10
3829,201,211,9
3830,201,212,8
3831,201,213,7
3832,201,214,6
3833,201,215,5
3834,201,216,4
3835,201,217,3
3836,201,45,2
3837,201,219,1
3838,93,200,20
3839,93,201,19
3840,93,71,17
3841,93,84,16
3842,93,31,15
3843,93,206,14
3844,93,207,13
3845,93,208,12
3846,93,16,11
3847,93,29,10
3848,93,211,9
3849,93,212,8
3850,93,213,7
3851,93,214,6
3852,93,215,5
3853,93,216,4
3854,93,217,3
3855,93,45,2
3856,93,219,1
3857,71,200,20
3858,71,201,19
3859,71,93,18
3860,71,84,16
3861,71,31,15
3862,71,206,14
3863,71,207,13
3864,71,208,12
3865,71,16,11
3866,71,29,10
3867,71,211,9
3868,71,212,8
3869,71,213,7
3870,71,214,6
3871,71,215,5
3872,71,216,4
3873,71,217,3
3874,71,45,2
3875,71,219,1
3876,84,200,20
3877,84,201,19
3878,84,93,18
3879,84,71,17
3880,84,31,15
3881,84,206,14
3882,84,207,13
3883,84,208,12
3884,84,16,11
3885,84,29,10
3886,84,211,9
3887,84,212,8
3888,84,213,7
3889,84,214,6
3890,84,215,5
3891,84,216,4
3892,84,217,3
3893,84,45,2
3894,84,219,1
3895,31,200,20
3896,31,201,19
3897,31,93,18
3898,31,71,17
3899,31,84,16
3900,31,206,14
3901,31,207,13
3902,31,208,12
3903,31,16,11
3904,31,29,10
3905,31,211,9
3906,31,212,8
3907,31,213,7
3908,31,214,6
3909,31,215,5
3910,31,216,4
3911,31,217,3
3912,31,45,2
3913,31,219,1
3914,206,200,20
3915,206,201,19
3916,206,93,18
3917,206,71,17
3918,206,84,16
3919,206,31,15
3920,206,207,13
3921,206,208,12
3922,206,16,11
3923,206,29,10
3924,206,211,9
3925,206,212,8
3926,206,213,7
3927,206,214,6
3928,206,215,5
3929,206,216,4
3930,206,217,3
3931,206,45,2
3932,206,219,1
3933,207,200,20
3934,207,201,19
3935,207,93,18
3936,207,71,17
3937,207,84,16
3938,207,31,15
3939,207,206,14
3940,207,208,12
3941,207,16,11
3942,207,29,10
3943,207,211,9
3944,207,212,8
3945,207,213,7
3946,207,214,6
3947,207,215,5
3948,207,216,4
3949,207,217,3
3950,207,45,2
3951,207,219,1
3952,208,200,20
3953,208,201,19
3954,208,93,18
3955,208,71,17
3956,208,84,16
3957,208,31,15
3958,208,206,14
3959,208,207,13
3960,208,16,11
3961,208,29,10
3962,208,211,9
3963,208,212,8
3964,208,213,7
3965,208,214,6
3966,208,215,5
3967,208,216,4
3968,208,217,3
3969,208,45,2
3970,208,219,1
3971,16,200,20
3972,16,201,19
3973,16,93,18
3974,16,71,17
3975,16,84,16
3976,16,31,15
3977,16,206,14
3978,16,207,13
3979,16,208,12
3980,16,29,10
3981,16,211,9
3982,16,212,8
3983,16,213,7
3984,16,214,6
3985,16,215,5
3986,16,216,4
3987,16,217,3
3988,16,45,2
3989,16,219,1
3990,29,200,20
3991,29,201,19
3992,29,93,18
3993,29,71,17
3994,29,84,16
3995,29,31,15
3996,29,206,14
3997,29,207,13
3998,29,208,12
3999,29,16,11
4000,29,211,9
4001,29,212,8
4002,29,213,7
4003,29,214,6
4004,29,215,5
4005,29,216,4
4006,29,217,3
4007,29,45,2
4008,29,219,1
4009,211,200,20
4010,211,201,19
4011,211,93,18
4012,211,71,17
4013,211,84,16
4014,211,31,15
4015,211,206,14
4016,211,207,13
4017,211,208,12
4018,211,16,11
4019,211,29,10
4020,211,212,8
4021,211,213,7
4022,211,214,6
4023,211,215,5
4024,211,216,4
4025,211,217,3
4026,211,45,2
4027,211,219,1
4028,212,200,20
4029,212,201,19
4030,212,93,18
4031,212,71,17
4032,212,84,16
4033,212,31,15
4034,212,206,14
4035,212,207,13
4036,212,208,12
4037,212,16,11
4038,212,29,10
4039,212,211,9
4040,212,213,7
4041,212,214,6
4042,212,215,5
4043,212,216,4
4044,212,217,3
4045,212,45,2
4046,212,219,1
4047,213,200,20
4048,213,201,19
4049,213,93,18
4050,213,71,17
4051,213,84,16
4052,213,31,15
4053,213,206,14
4054,213,207,13
4055,213,208,12
4056,213,16,11
4057,213,29,10
4058,213,211,9
4059,213,212,8
4060,213,214,6
4061,213,215,5
4062,213,216,4
4063,213,217,3
4064,213,45,2
4065,213,219,1
4066,214,200,20
4067,214,201,19
4068,214,93,18
4069,214,71,17
4070,214,84,16
4071,214,31,15
4072,214,206,14
4073,214,207,13
4074,214,208,12
4075,214,16,11
4076,214,29,10
4077,214,211,9
4078,214,212,8
4079,214,213,7
4080,214,215,5
4081,214,216,4
4082,214,217,3
4083,214,45,2
4084,214,219,1
4085,215,200,20
4086,215,201,19
4087,215,93,18
4088,215,71,17
4089,215,84,16
4090,215,31,15
4091,215,206,14
4092,215,207,13
4093,215,208,12
4094,215,16,11
4095,215,29,10
4096,215,211,9
4097,215,212,8
4098,215,213,7
4099,215,214,6
4100,215,216,4
4101,215,217,3
4102,215,45,2
4103,215,219,1
4104,216,200,20
4105,216,201,19
4106,216,93,18
4107,216,71,17
4108,216,84,16
4109,216,31,15
4110,216,206,14
4111,216,207,13
4112,216,208,12
4113,216,16,11
4114,216,29,10
4115,216,211,9
4116,216,212,8
4117,216,213,7
4118,216,214,6
4119,216,215,5
4120,216,217,3
4121,216,45,2
4122,216,219,1
4123,217,200,20
4124,217,201,19
4125,217,93,18
4126,217,71,17
4127,217,84,16
4128,217,31,15
4129,217,206,14
4130,217,207,13
4131,217,208,12
4132,217,16,11
4133,217,29,10
4134,217,211,9
4135,217,212,8
4136,217,213,7
4137,217,214,6
4138,217,215,5
4139,217,216,4
4140,217,45,2
4141,217,219,1
4142,45,200,20
4143,45,201,19
4144,45,93,18
4145,45,71,17
4146,45,84,16
4147,45,31,15
4148,45,206,14
4149,45,207,13
4150,45,208,12
4151,45,16,11
4152,45,29,10
4153,45,211,9
4154,45,212,8
4155,45,213,7
4156,45,214,6
4157,45,215,5
4158,45,216,4
4159,45,217,3
4160,45,219,1
4161,219,200,20
4162,219,201,19
4163,219,93,18
4164,219,71,17
4165,219,84,16
4166,219,31,15
4167,219,206,14
4168,219,207,13
4169,219,208,12
4170,219,16,11
4171,219,29,10
4172,219,211,9
4173,219,212,8
4174,219,213,7
4175,219,214,6
4176,219,215,5
4177,219,216,4
4178,219,217,3
4179,219,45,2
4180,220,221,19
4181,220,100,18
4182,220,30,17
4183,220,224,16
4184,220,225,15
4185,220,0,14
4186,220,227,13
4187,220,206,12
4188,220,145,11
4189,220,230,10
4190,220,106,9
4191,220,5,8
4192,220,10,7
4193,220,234,6
4194,220,235,5
4195,220,42,4
4196,220,237,3
4197,220,16,2
4198,220,29,1
4199,221,220,20
4200,221,100,18
4201,221,30,17
4202,221,224,16
4203,221,225,15
4204,221,0,14
4205,221,227,13
4206,221,206,12
4207,221,145,11
4208,221,230,10
4209,221,106,9
4210,221,5,8
4211,221,10,7
4212,221,234,6
4213,221,235,5
4214,221,42,4
4215,221,237,3
4216,221,16,2
4217,221,29,1
4218,100,220,20
4219,100,221,19
4220,100,30,17
4221,100,224,16
4222,100,225,15
4223,100,0,14
4224,100,227,13
4225,100,206,12
4226,100,145,11
4227,100,230,10
4228,100,106,9
4229,100,5,8
4230,100,10,7
4231,100,234,6
4232,100,235,5
4233,100,42,4
4234,100,237,3
4235,100,16,2
4236,100,29,1
4237,30,220,20
4238,30,221,19
4239,30,100,18
4240,30,224,16
4241,30,225,15
4242,30,0,14
4243,30,227,13
4244,30,206,12
4245,30,145,11
4246,30,230,10
4247,30,106,9
4248,30,5,8
4249,30,10,7
4250,30,234,6
4251,30,235,5
4252,30,42,4
4253,30,237,3
4254,30,16,2
4255,30,29,1
4256,224,220,20
4257,224,221,19
4258,224,100,18
4259,224,30,17
4260,224,225,15
4261,224,0,14
4262,224,227,13
4263,224,206,12
4264,224,145,11
4265,224,230,10
4266,224,106,9
4267,224,5,8
4268,224,10,7
4269,224,234,6
4270,224,235,5
4271,224,42,4
4272,224,237,3
4273,224,16,2
4274,224,29,1
4275,225,220,20
4276,225,221,19
4277,225,100,18
4278,225,30,17
4279,225,224,16
4280,225,0,14
4281,225,227,13
4282,225,206,12
4283,225,145,11
4284,225,230,10
4285,225,106,9
4286,225,5,8
4287,225,10,7
4288,225,234,6
4289,225,235,5
4290,225,42,4
4291,225,237,3
4292,225,16,2
4293,225,29,1
4294,0,220,20
4295,0,221,19
4296,0,100,18
4297,0,30,17
4298,0,224,16
4299,0,225,15
4300,0,227,13
4301,0,206,12
4302,0,145,11
4303,0,230,10
4304,0,106,9
4305,0,5,8
4306,0,10,7
4307,0,234,6
4308,0,235,5
4309,0,42,4
4310,0,237,3
4311,0,16,2
4312,0,29,1
4313,227,220,20
4314,227,221,19
4315,227,100,18
4316,227,30,17
4317,227,224,16
4318,227,225,15
4319,227,0,14
4320,227,206,12
4321,227,145,11
4322,227,230,10
4323,227,106,9
4324,227,5,8
4325,227,10,7
4326,227,234,6
4327,227,235,5
4328,227,42,4
4329,227,237,3
4330,227,16,2
4331,227,29,1
4332,206,220,20
4333,206,221,19
4334,206,100,18
4335,206,30,17
4336,206,224,16
4337,206,225,15
4338,206,0,14
4339,206,227,13
4340,206,145,11
4341,206,230,10
4342,206,106,9
4343,206,5,8
4344,206,10,7
4345,206,234,6
4346,206,235,5
4347,206,42,4
4348,206,237,3
4349,206,16,2
4350,206,29,1
4351,145,220,20
4352,145,221,19
4353,145,100,18
4354,145,30,17
4355,145,224,16
4356,145,225,15
4357,145,0,14
4358,145,227,13
4359,145,206,12
4360,145,230,10
4361,145,106,9
4362,145,5,8
4363,145,10,7
4364,145,234,6
4365,145,235,5
4366,145,42,4
4367,145,237,3
4368,145,16,2
4369,145,29,1
4370,230,220,20
4371,230,221,19
4372,230,100,18
4373,230,30,17
4374,230,224,16
4375,230,225,15
4376,230,0,14
4377,230,227,13
4378,230,206,12
4379,230,145,11
4380,230,106,9
4381,230,5,8
4382,230,10,7
4383,230,234,6
4384,230,235,5
4385,230,42,4
4386,230,237,3
4387,230,16,2
4388,230,29,1
4389,106,220,20
4390,106,221,19
4391,106,100,18
4392,106,30,17
4393,106,224,16
4394,106,225,15
4395,106,0,14
4396,106,227,13
4397,106,206,12
4398,106,145,11
4399,106,230,10
4400,106,5,8
4401,106,10,7
4402,106,234,6
4403,106,235,5
4404,106,42,4
4405,106,237,3
4406,106,16,2
4407,106,29,1
4408,5,220,20
4409,5,221,19
4410,5,100,18
4411,5,30,17
4412,5,224,16
4413,5,225,15
4414,5,0,14
4415,5,227,13
4416,5,206,12
4417,5,145,11
4418,5,230,10
4419,5,106,9
4420,5,10,7
4421,5,234,6
4422,5,235,5
4423,5,42,4
4424,5,237,3
4425,5,16,2
4426,5,29,1
4427,10,220,20
4428,10,221,19
4429,10,100,18
4430,10,30,17
4431,10,224,16
4432,10,225,15
4433,10,0,14
4434,10,227,13
4435,10,206,12
4436,10,145,11
4437,10,230,10
4438,10,106,9
4439,10,5,8
4440,10,234,6
4441,10,235,5
4442,10,42,4
4443,10,237,3
4444,10,16,2
4445,10,29,1
4446,234,220,20
4447,234,221,19
4448,234,100,18
4449,234,30,17
4450,234,224,16
4451,234,225,15
4452,234,0,14
4453,234,227,13
4454,234,206,12
4455,234,145,11
4456,234,230,10
4457,234,106,9
4458,234,5,8
4459,234,10,7
4460,234,235,5
4461,234,42,4
4462,234,237,3
4463,234,16,2
4464,234,29,1
4465,235,220,20
4466,235,221,19
4467,235,100,18
4468,235,30,17
4469,235,224,16
4470,235,225,15
4471,235,0,14
4472,235,227,13
4473,235,206,12
4474,235,145,11
4475,235,230,10
4476,235,106,9
4477,235,5,8
4478,235,10,7
4479,235,234,6
4480,235,42,4
4481,235,237,3
4482,235,16,2
4483,235,29,1
4484,42,220,20
4485,42,221,19
4486,42,100,18
4487,42,30,17
4488,42,224,16
4489,42,225,15
4490,42,0,14
4491,42,227,13
4492,42,206,12
4493,42,145,11
4494,42,230,10
4495,42,106,9
4496,42,5,8
4497,42,10,7
4498,42,234,6
4499,42,235,5
4500,42,237,3
4501,42,16,2
4502,42,29,1
4503,237,220,20
4504,237,221,19
4505,237,100,18
4506,237,30,17
4507,237,224,16
4508,237,225,15
4509,237,0,14
4510,237,227,13
4511,237,206,12
4512,237,145,11
4513,237,230,10
4514,237,106,9
4515,237,5,8
4516,237,10,7
4517,237,234,6
4518,237,235,5
4519,237,42,4
4520,237,16,2
4521,237,29,1
4522,16,220,20
4523,16,221,19
4524,16,100,18
4525,16,30,17
4526,16,224,16
4527,16,225,15
4528,16,0,14
4529,16,227,13
4530,16,206,12
4531,16,145,11
4532,16,230,10
4533,16,106,9
4534,16,5,8
4535,16,10,7
4536,16,234,6
4537,16,235,5
4538,16,42,4
4539,16,237,3
4540,16,29,1
4541,29,220,20
4542,29,221,19
4543,29,100,18
4544,29,30,17
4545,29,224,16
4546,29,225,15
4547,29,0,14
4548,29,227,13
4549,29,206,12
4550,29,145,11
4551,29,230,10
4552,29,106,9
4553,29,5,8
4554,29,10,7
4555,29,234,6
4556,29,235,5
4557,29,42,4
4558,29,237,3
4559,29,16,2
4560,22,241,19
4561,22,34,18
4562,22,243,17
4563,22,244,16
4564,22,245,15
4565,22,126,14
4566,22,33,13
4567,22,28,12
4568,22,249,11
4569,22,250,10
4570,22,65,9
4571,22,252,8
4572,22,253,7
4573,22,254,6
4574,22,10,5
4575,22,256,4
4576,22,17,3
4577,22,258,2
4578,22,53,1
4579,241,22,20
4580,241,34,18
4581,241,243,17
4582,241,244,16
4583,241,245,15
4584,241,126,14
4585,241,33,13
4586,241,28,12
4587,241,249,11
4588,241,250,10
4589,241,65,9
4590,241,252,8
4591,241,253,7
4592,241,254,6
4593,241,10,5
4594,241,256,4
4595,241,17,3
4596,241,258,2
4597,241,53,1
4598,34,22,20
4599,34,241,19
4600,34,243,17
4601,34,244,16
4602,34,245,15
4603,34,126,14
4604,34,33,13
4605,34,28,12
4606,34,249,11
4607,34,250,10
4608,34,65,9
4609,34,252,8
4610,34,253,7
4611,34,254,6
4612,34,10,5
4613,34,256,4
4614,34,17,3
4615,34,258,2
4616,34,53,1
4617,243,22,20
4618,243,241,19
4619,243,34,18
4620,243,244,16
4621,243,245,15
4622,243,126,14
4623,243,33,13
4624,243,28,12
4625,243,249,11
4626,243,250,10
4627,243,65,9
4628,243,252,8
4629,243,253,7
4630,243,254,6
4631,243,10,5
4632,243,256,4
4633,243,17,3
4634,243,258,2
4635,243,53,1
4636,244,22,20
4637,244,241,19
4638,244,34,18
4639,244,243,17
4640,244,245,15
4641,244,126,14
4642,244,33,13
4643,244,28,12
4644,244,249,11
4645,244,250,10
4646,244,65,9
4647,244,252,8
4648,244,253,7
4649,244,254,6
4650,244,10,5
4651,244,256,4
4652,244,17,3
4653,244,258,2
4654,244,53,1
4655,245,22,20
4656,245,241,19
4657,245,34,18
4658,245,243,17
4659,245,244,16
4660,245,126,14
4661,245,33,13
4662,245,28,12
4663,245,249,11
4664,245,250,10
4665,245,65,9
4666,245,252,8
4667,245,253,7
4668,245,254,6
4669,245,10,5
4670,245,256,4
4671,245,17,3
4672,245,258,2
4673,245,53,1
4674,126,22,20
4675,126,241,19
4676,126,34,18
4677,126,243,17
4678,126,244,16
4679,126,245,15
4680,126,33,13
4681,126,28,12
4682,126,249,11
4683,126,250,10
4684,126,65,9
4685,126,252,8
4686,126,253,7
4687,126,254,6
4688,126,10,5
4689,126,256,4
4690,126,17,3
4691,126,258,2
4692,126,53,1
4693,33,22,20
4694,33,241,19
4695,33,34,18
4696,33,243,17
4697,33,244,16
4698,33,245,15
4699,33,126,14
4700,33,28,12
4701,33,249,11
4702,33,250,10
4703,33,65,9
4704,33,252,8
4705,33,253,7
4706,33,254,6
4707,33,10,5
4708,33,256,4
4709,33,17,3
4710,33,258,2
4711,33,53,1
4712,28,22,20
4713,28,241,19
4714,28,34,18
4715,28,243,17
4716,28,244,16
4717,28,245,15
4718,28,126,14
4719,28,33,13
4720,28,249,11
4721,28,250,10
4722,28,65,9
4723,28,252,8
4724,28,253,7
4725,28,254,6
4726,28,10,5
4727,28,256,4
4728,28,17,3
4729,28,258,2
4730,28,53,1
4731,249,22,20
4732,249,241,19
4733,249,34,18
4734,249,243,17
4735,249,244,16
4736,249,245,15
4737,249,126,14
4738,249,33,13
4739,249,28,12
4740,249,250,10
4741,249,65,9
4742,249,252,8
4743,249,253,7
4744,249,254,6
4745,249,10,5
4746,249,256,4
4747,249,17,3
4748,249,258,2
4749,249,53,1
4750,250,22,20
4751,250,241,19
4752,250,34,18
4753,250,243,17
4754,250,244,16
4755,250,245,15
4756,250,126,14
4757,250,33,13
4758,250,28,12
4759,250,249,11
4760,250,65,9
4761,250,252,8
4762,250,253,7
4763,250,254,6
4764,250,10,5
4765,250,256,4
4766,250,17,3
4767,250,258,2
4768,250,53,1
